	IDresults120110_UNC13-SN749_0141_AD0J7WACXX_ATCACG_L005_-sam-report.tsv	IDresults120110_UNC13-SN749_0141_AD0J7WACXX_GATCAG_L004_-sam-report.tsv	IDresults120110_UNC13-SN749_0141_AD0J7WACXX_GGCTAC_L002_-sam-report.tsv	IDresults120110_UNC13-SN749_0141_AD0J7WACXX_TTAGGC_L007_.Y.Y-sam-report.tsv	IDresults120110_UNC13-SN749_0141_AD0J7WACXX_TTAGGC_L008_-sam-report.tsv	IDresults120110_UNC13-SN749_0142_BD0HK1ACXX_CGATGT_L005_.Y.Y-sam-report.tsv	IDresults120110_UNC13-SN749_0142_BD0HK1ACXX_CTTGTA_L006_.Y.Y-sam-report.tsv	IDresults120118_UNC12-SN629_0180_BC0BWMACXX_ACTTGA_L006_-sam-report.tsv	IDresults120118_UNC12-SN629_0180_BC0BWMACXX_TAGCTT_L007_.Y.Y-sam-report.tsv	IDresults120207_UNC10-SN254_0325_AC0C6MACXX_ATCACG_L005_.Y.Y-sam-report.tsv	IDresults120207_UNC9-SN296_0271_BC0CB8ACXX_ACAGTG_L002_.Y-sam-report.tsv	IDresults120717_UNC14-SN744_0245_AC0WYWACXX_ATCACG_L005_.Y-sam-report.tsv	IDresults120717_UNC14-SN744_0245_AC0WYWACXX_CTTGTA_L005_-sam-report.tsv	IDresults120723_UNC10-SN254_0372_AC0T70ACXX_TTAGGC_L001_-sam-report.tsv	IDresults120723_UNC10-SN254_0372_AC0T70ACXX_TTAGGC_L004_.Y-sam-report.tsv	IDresults120723_UNC10-SN254_0372_AC0T70ACXX_TTAGGC_L006_.Y-sam-report.tsv	IDresults130328_UNC10-SN254_0443_AD238RACXX_CTTGTA_L002_-sam-report.tsv	IDresults130513_UNC14-SN744_0340_BD250CACXX_GTGGCC_L008_.Y-sam-report.tsv	IDresults130814_UNC10-SN254_0487_AC2BD1ACXX_CAGATC_L006_.Y-sam-report.tsv
Patients	83b41d35-69b1-4218-be1a-8821d8a6899c	419deaac-ea45-4bdd-9fa0-b5cd8429b44f	ebedab7c-dd7c-448e-8324-78c86f13be8b	4dc5cffe-ed8c-47ab-b5fc-f9615b5414f7	556fcbc8-172a-4af1-8822-ae036e8d68e8	679a6869-2ce9-4472-8db1-8869e2c1a440	811b3950-36e7-485f-bc48-aca1eee2ddef	797a71ee-372d-41e5-aeee-5ab3c4661110	d17a5ab1-3789-4652-aff5-d8f4f2291f9c	f8780a4b-7f55-41d1-bf92-8513955d150e	5d54c742-5a8e-4c40-8d62-95e75e210ab8	2e85c30c-c4c4-4096-9eef-4eb2c7d991a3	31da07bb-6752-49a3-a7ea-5427c04a9458	7840aea9-40c4-473e-be33-8fa0b9f332c9	db52c68a-ed44-4ec4-9381-d75f9bcbc29a	d53eade8-a845-4252-aece-92f3573486a7	52fddd92-fa5e-4fac-8e44-e64c98c84f86	32efe5e2-e037-4547-8ead-619f61647639	acf6bdf3-6349-49dc-b99a-4eda648eeac5
ti|95314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
ti|665061	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ti|544857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
ti|1510385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0
ti|129518	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
ti|1004481	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	2
ti|543788	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
ti|543776	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ti|144718	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ti|1288708	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	2
ti|87268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	61
ti|1634882	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ti|465787	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	16
ti|197717	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ti|1379279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ti|51930	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ti|33161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
ti|1636274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ti|1053257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0
ti|61186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ti|573702	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ti|1130684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ti|314124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ti|379038	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ti|1431948	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0
ti|1543962	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ti|5057	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ti|284073	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ti|165778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ti|161974	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
ti|909714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ti|497989	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	0	1
ti|44065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ti|336791	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
ti|979767	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ti|43970	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ti|36911	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	9
ti|1538184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ti|937382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
ti|46585	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ti|229223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ti|1289055	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0
ti|93590	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1
ti|538159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ti|47209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ti|158046	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ti|1543946	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ti|64571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ti|447254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0
ti|215243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ti|109897	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	5
ti|911016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
ti|411580	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ti|1520584	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ti|125378	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ti|458309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ti|264714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ti|1542833	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ti|1232584	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ti|239124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ti|173118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ti|461315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ti|984095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ti|71721	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ti|559354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ti|422958	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ti|362015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ti|327555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ti|181520	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ti|1491020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ti|13202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ti|118029	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ti|281835	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	11
ti|106023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0
ti|5443	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ti|487647	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ti|105997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ti|1188816	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	6
ti|1531367	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	7
ti|80670	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2
ti|1208983	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ti|1485259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
ti|234513	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ti|215250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ti|1280519	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ti|68753	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ti|1401000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4	4
ti|487658	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ti|43985	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ti|543743	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
ti|872438	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0
ti|187245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0
ti|915490	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ti|78064	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ti|58634	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ti|57864	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ti|543355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ti|406834	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ti|417334	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5	0	0	0
ti|241643	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5	0	0	0
ti|461314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ti|89940	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	5
ti|58369	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ti|1027817	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ti|5002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ti|279122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	1
ti|42374	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ti|232315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ti|101113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ti|800540	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ti|39303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	69
ti|191114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2
ti|1658407	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ti|1229076	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ti|946011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ti|467977	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ti|222705	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ti|940658	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ti|1214592	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ti|174412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
ti|1127524	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ti|1542780	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.333333333	0	0	0
ti|1068878	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.333333333	0	0	1
ti|399108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ti|336784	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ti|104202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ti|707782	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ti|5507	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ti|1405070	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ti|350982	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ti|379039	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ti|293795	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ti|1788519	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ti|412771	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ti|117059	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ti|884017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ti|34387	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
ti|325588	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ti|401077	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ti|139064	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
ti|1610695	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ti|1486346	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ti|1278218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ti|554319	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	7	79
ti|1276724	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ti|269391	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
ti|110570	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
ti|979806	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ti|143877	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ti|1381674	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ti|57136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ti|5308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	9	1
ti|352993	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ti|1563476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ti|68765	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	11
ti|480486	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ti|1384170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	17
ti|1130339	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0
ti|40295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ti|87252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ti|53382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ti|4872	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ti|284811	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ti|907309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0	0	0
ti|639329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0	0	0
ti|588691	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0	0	0
ti|1537573	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0	0	0
ti|87326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ti|693288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ti|1246188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
ti|1664388	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0
ti|1451358	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0
ti|1133678	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0
ti|526455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ti|247652	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ti|167361	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ti|1428337	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ti|100033	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ti|176681	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0
ti|1485011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0
ti|1525337	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ti|245174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
ti|1206329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ti|1332280	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
ti|742317	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ti|109953	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	125	0
ti|50474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ti|487646	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ti|1321901	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ti|96373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
ti|132138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ti|1590117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ti|1008988	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ti|63577	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ti|64506	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ti|367097	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ti|55514	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ti|386457	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ti|42747	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ti|43980	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ti|88717	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ti|1430394	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ti|118266	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ti|1165373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0
ti|1144706	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0
ti|47801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ti|27978	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ti|183714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ti|1450751	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ti|1355158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ti|215252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	259	0
ti|1287879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101	0
ti|1144480	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0
ti|241713	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0
ti|1296609	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0
ti|41957	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0
ti|55352	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0
ti|40452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	2
ti|233006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88	0
ti|89799	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67	0
ti|1134697	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0
ti|80602	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	1176
ti|531863	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0
ti|55350	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0
ti|215456	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0
ti|1525350	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0
ti|748623	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0
ti|796157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
ti|264093	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
ti|283658	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1
ti|78070	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
ti|40492	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
ti|92896	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
ti|159573	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
ti|1099808	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
ti|5276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0
ti|1392244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0
ti|40464	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0
ti|148960	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
ti|117187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
ti|1246992	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	10
ti|1654589	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ti|1321893	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
ti|154754	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ti|76017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3
ti|1158825	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0
ti|79931	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0
ti|87101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
ti|1583029	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ti|157256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0
ti|57474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ti|283655	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0
ti|1193711	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0
ti|293805	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
ti|1041509	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ti|1299270	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0
ti|5356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0
ti|148320	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ti|76775	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
ti|403071	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
ti|238245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	5
ti|5617	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
ti|1574149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ti|4979	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ti|1254183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3
ti|522282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0
ti|858584	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4
ti|1051117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ti|71705	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
ti|248125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0
ti|1246185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ti|271836	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ti|315511	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0
ti|1576925	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
ti|85185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ti|48848	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2
ti|651424	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
ti|399393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3
ti|1776169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ti|45607	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3
ti|483020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0
